a11	a21	a12	a22	a13	a23	a14	a24
.714285714285714	.785714285714286	.714285714285714	.357142857142857	.857142857142857	.857142857142857	.583333333333333	.25
1.42857142857143	1.42857142857143	.857142857142857	.857142857142857	1.07142857142857	1.07142857142857	.714285714285714	.769230769230769
.785714285714286	.571428571428571	.142857142857143	.571428571428571	.214285714285714	.285714285714286	0	.0769230769230769
.214285714285714	.428571428571429	.928571428571429	.714285714285714	.642857142857143	.5	.428571428571429	.285714285714286
1.21428571428571	1.42857142857143	1.57142857142857	1.28571428571429	1.28571428571429	1.35714285714286	1.42857142857143	.857142857142857
.5	.428571428571429	.214285714285714	.285714285714286	.285714285714286	.285714285714286	.214285714285714	.357142857142857
.5	.428571428571429	.357142857142857	.5	.5	.785714285714286	.461538461538462	.357142857142857
.142857142857143	0	.0714285714285714	.0714285714285714	.0714285714285714	0	.0714285714285714	0
1	.357142857142857	.714285714285714	.357142857142857	.714285714285714	.285714285714286	.357142857142857	.142857142857143
.5	1	.571428571428571	.285714285714286	.692307692307692	.785714285714286	.0714285714285714	.5
.0714285714285714	0	0	.0714285714285714	0	.0714285714285714	0	.0714285714285714
.846153846153846	.5	.857142857142857	1	.142857142857143	.571428571428571	0	.214285714285714
.142857142857143	.357142857142857	.5	.714285714285714	.285714285714286	.5	.5	.571428571428571
1.07142857142857	.928571428571429	.785714285714286	.785714285714286	1.14285714285714	1.64285714285714	1.35714285714286	1.07142857142857
0	.0714285714285714	0	0	.0714285714285714	0	.0714285714285714	.0714285714285714
.5	.214285714285714	.428571428571429	.428571428571429	.5	.428571428571429	.285714285714286	.571428571428571
0	0	0	0	.142857142857143	.142857142857143	.0714285714285714	0
.214285714285714	.285714285714286	.214285714285714	.214285714285714	.357142857142857	.142857142857143	.0714285714285714	0
.214285714285714	.230769230769231	.0714285714285714	.142857142857143	.142857142857143	.142857142857143	.142857142857143	.0714285714285714
.5	.5	.357142857142857	.0714285714285714	.214285714285714	.214285714285714	.428571428571429	.214285714285714
.0714285714285714	0	.0714285714285714	.0714285714285714	.0769230769230769	0	0	.214285714285714
1.07692307692308	.846153846153846	1.14285714285714	.785714285714286	1.07142857142857	.928571428571429	.384615384615385	.571428571428571
.357142857142857	.5	.142857142857143	0	.142857142857143	.214285714285714	.357142857142857	.285714285714286
.285714285714286	.214285714285714	.0714285714285714	.214285714285714	.214285714285714	.214285714285714	0	.142857142857143
.214285714285714	.428571428571429	.142857142857143	.285714285714286	.0714285714285714	.214285714285714	0	.0714285714285714
1.28571428571429	1.28571428571429	.785714285714286	.857142857142857	.642857142857143	.928571428571429	.714285714285714	.785714285714286
.142857142857143	.357142857142857	.357142857142857	.428571428571429	.357142857142857	.285714285714286	.5	.142857142857143
.428571428571429	.642857142857143	.5	.714285714285714	.428571428571429	.928571428571429	.285714285714286	.785714285714286
.214285714285714	.0714285714285714	.428571428571429	.214285714285714	.714285714285714	.285714285714286	.285714285714286	.285714285714286
.785714285714286	.785714285714286	.785714285714286	.928571428571429	.142857142857143	.5	.428571428571429	.571428571428571
.357142857142857	.5	.0714285714285714	.0714285714285714	0	0	0	.0714285714285714
.571428571428571	.785714285714286	.0714285714285714	.142857142857143	.642857142857143	.142857142857143	.0714285714285714	0
.5	.357142857142857	.5	.307692307692308	.0714285714285714	0	.0714285714285714	.0714285714285714
.785714285714286	.571428571428571	1	.714285714285714	.357142857142857	.571428571428571	.785714285714286	.571428571428571
.785714285714286	.5	.0714285714285714	.142857142857143	.285714285714286	.428571428571429	.142857142857143	.214285714285714
1.35714285714286	1.35714285714286	.571428571428571	.714285714285714	.285714285714286	.642857142857143	.785714285714286	.785714285714286
1	1.42857142857143	.642857142857143	.785714285714286	.571428571428571	1	1.35714285714286	1.5
.0714285714285714	.357142857142857	.0714285714285714	.428571428571429	.214285714285714	.428571428571429	.0714285714285714	.285714285714286
.857142857142857	.785714285714286	.428571428571429	.357142857142857	.5	.5	.214285714285714	.285714285714286
1.14285714285714	1	1.21428571428571	1.21428571428571	.928571428571429	1.42857142857143	1	.857142857142857
1.14285714285714	.928571428571429	1.21428571428571	1.42857142857143	.857142857142857	1.07142857142857	1.07142857142857	1.35714285714286
1	1.07142857142857	.5	.571428571428571	.214285714285714	.214285714285714	.0714285714285714	.0714285714285714
.857142857142857	1.07142857142857	1.07142857142857	1.14285714285714	1.14285714285714	1	.642857142857143	1.14285714285714
.714285714285714	.428571428571429	.785714285714286	1	.214285714285714	.428571428571429	.214285714285714	.0714285714285714
.142857142857143	.357142857142857	.785714285714286	.5	.142857142857143	.142857142857143	.714285714285714	.428571428571429
.714285714285714	.928571428571429	.571428571428571	.857142857142857	1	1.07142857142857	.357142857142857	.428571428571429
.5	.428571428571429	.5	.285714285714286	.357142857142857	.285714285714286	.428571428571429	.571428571428571
.642857142857143	.785714285714286	.428571428571429	.571428571428571	.357142857142857	.785714285714286	.642857142857143	.785714285714286
.642857142857143	1.07142857142857	.642857142857143	.928571428571429	.714285714285714	.285714285714286	.714285714285714	.857142857142857
.785714285714286	.642857142857143	.142857142857143	.0714285714285714	.142857142857143	.0714285714285714	.0714285714285714	.0714285714285714
.642857142857143	.428571428571429	.285714285714286	.0714285714285714	.214285714285714	0	.153846153846154	0
1.64285714285714	1.42857142857143	1.35714285714286	1.35714285714286	1.28571428571429	1.14285714285714	.571428571428571	.428571428571429
.285714285714286	.642857142857143	1	1.57142857142857	1.78571428571429	1.78571428571429	1.14285714285714	1.53846153846154
.769230769230769	.642857142857143	.428571428571429	.5	.384615384615385	.357142857142857	.0714285714285714	0
1.64285714285714	1.71428571428571	1.35714285714286	1.64285714285714	1.71428571428571	1.71428571428571	1.64285714285714	1.57142857142857
.571428571428571	.571428571428571	.285714285714286	.428571428571429	.142857142857143	.642857142857143	.214285714285714	.5
1.46153846153846	1.21428571428571	1.07142857142857	1.35714285714286	1.28571428571429	.928571428571429	1.28571428571429	1.07142857142857
.571428571428571	.571428571428571	.642857142857143	.785714285714286	.142857142857143	.214285714285714	.214285714285714	.142857142857143
.642857142857143	.428571428571429	.428571428571429	.571428571428571	.384615384615385	.142857142857143	.285714285714286	.285714285714286
1.21428571428571	1.21428571428571	.642857142857143	1.14285714285714	.857142857142857	1.07142857142857	.785714285714286	.714285714285714
1.07142857142857	.857142857142857	.428571428571429	.428571428571429	.5	.785714285714286	.357142857142857	.785714285714286
1.42857142857143	1.85714285714286	.928571428571429	1.14285714285714	1	1.28571428571429	.928571428571429	.928571428571429
.571428571428571	.642857142857143	.857142857142857	.785714285714286	.285714285714286	.428571428571429	.642857142857143	.357142857142857
.928571428571429	.928571428571429	1.64285714285714	1.21428571428571	1.57142857142857	1.42857142857143	.857142857142857	.785714285714286
1.28571428571429	.928571428571429	1.35714285714286	1.21428571428571	1.14285714285714	1.28571428571429	1.28571428571429	1.28571428571429
1.42857142857143	1.35714285714286	.928571428571429	1	.428571428571429	.785714285714286	.642857142857143	.714285714285714
.571428571428571	.571428571428571	.571428571428571	.642857142857143	.571428571428571	1.28571428571429	1.07142857142857	.785714285714286
.714285714285714	.615384615384615	.714285714285714	.714285714285714	1.14285714285714	.714285714285714	.857142857142857	.928571428571429
1.5	1.35714285714286	1.21428571428571	1.14285714285714	.571428571428571	.428571428571429	1	.571428571428571
.642857142857143	.714285714285714	.285714285714286	.5	.142857142857143	.0714285714285714	.142857142857143	.285714285714286
0	.0714285714285714	0	0	.0714285714285714	0	0	.0714285714285714
.785714285714286	.857142857142857	.857142857142857	1.28571428571429	.285714285714286	.0714285714285714	.571428571428571	.5
.642857142857143	.928571428571429	.714285714285714	.642857142857143	.428571428571429	.642857142857143	.714285714285714	.714285714285714
.642857142857143	.571428571428571	.357142857142857	.428571428571429	.357142857142857	.357142857142857	0	.142857142857143
.142857142857143	.285714285714286	0	.0714285714285714	.0714285714285714	.357142857142857	.214285714285714	.357142857142857
.642857142857143	.642857142857143	.785714285714286	.714285714285714	1.07142857142857	1.14285714285714	.714285714285714	.928571428571429
.285714285714286	.428571428571429	.0714285714285714	.428571428571429	.357142857142857	.5	.142857142857143	.357142857142857
1.28571428571429	1.28571428571429	.928571428571429	1.42857142857143	.857142857142857	.785714285714286	.714285714285714	1.21428571428571
.5	.928571428571429	.214285714285714	.142857142857143	0	0	.357142857142857	.357142857142857
.142857142857143	0	0	.0714285714285714	0	0	0	0
1.57142857142857	1.64285714285714	.928571428571429	.714285714285714	.785714285714286	.857142857142857	.642857142857143	.428571428571429
.357142857142857	.285714285714286	.928571428571429	.571428571428571	.428571428571429	.5	.285714285714286	.214285714285714
1	.714285714285714	.769230769230769	.692307692307692	1.07142857142857	1	.714285714285714	.857142857142857
.857142857142857	.428571428571429	1.14285714285714	.928571428571429	.642857142857143	.357142857142857	.5	.571428571428571
.307692307692308	.428571428571429	.857142857142857	.928571428571429	.571428571428571	.928571428571429	.5	.357142857142857
1.42857142857143	1.42857142857143	1.28571428571429	1.07142857142857	1	.857142857142857	.285714285714286	.142857142857143
.571428571428571	.857142857142857	.214285714285714	.428571428571429	.153846153846154	.142857142857143	.214285714285714	.0714285714285714
.142857142857143	.357142857142857	.285714285714286	.384615384615385	.142857142857143	.0714285714285714	.0714285714285714	.285714285714286
.6	.2	.857142857142857	.785714285714286	.357142857142857	.357142857142857	.357142857142857	.142857142857143
1.38461538461538	1.28571428571429	1.07142857142857	1.57142857142857	1.14285714285714	1.28571428571429	.714285714285714	.928571428571429
.142857142857143	.285714285714286	.285714285714286	.0714285714285714	0	.0714285714285714	0	0
.357142857142857	.357142857142857	.285714285714286	.5	.285714285714286	.214285714285714	.428571428571429	.571428571428571
.642857142857143	.928571428571429	.214285714285714	.428571428571429	.214285714285714	.153846153846154	.214285714285714	.142857142857143
.285714285714286	.285714285714286	.428571428571429	.285714285714286	.5	.428571428571429	.357142857142857	.384615384615385
1.14285714285714	1	.5	.714285714285714	.0714285714285714	.428571428571429	.214285714285714	0
1.64285714285714	1.85714285714286	2	1.85714285714286	1.92857142857143	1.85714285714286	1.85714285714286	1.42857142857143
1	1.14285714285714	.928571428571429	.5	.642857142857143	.666666666666667	.692307692307692	.928571428571429
.538461538461538	.714285714285714	.214285714285714	.357142857142857	.142857142857143	.357142857142857	0	.142857142857143
.642857142857143	.928571428571429	.5	.357142857142857	1	.785714285714286	.642857142857143	.5
.928571428571429	1	.928571428571429	1.21428571428571	1.07142857142857	1.07142857142857	.928571428571429	1
